published,headlines,articles
2022/07/19,"Putin Finds a New Ally in Iran, a Fellow Outcast","But the Russian invasion of Ukraine changed the calculus.

Increasingly cut off from Western markets, Russia is looking to Iran as an economic partner, as well as for expertise in skirting sanctions.

Gazprom, the Russian energy giant, has signed a nonbinding $40 billion deal to help develop gas and oil fields in Iran, according to Iranian reports. And, American officials say, Russia is looking to buy much-needed combat drones from Iran for use over Ukraine, a matter that was not addressed publicly in Tuesday’s meetings.

Ahead of Mr. Putin’s visit, Dmitri S. Peskov, the Kremlin’s spokesman, told an Iranian broadcaster that Iran and Russia could soon sign a treaty on strategic cooperation that would expand their collaboration in banking and finance. He evoked the 16th-century diplomacy between Russia and Persia to set the scene for what he promised would be a new era of friendship between Tehran and Moscow.

The courtship between the two countries started even before the war began on Feb. 24, as Russia’s tensions with the West were escalating. In January, Mr. Raisi, the Iranian president, went to Moscow. Then last month, the two men met again at a regional summit in Turkmenistan, where the Russian leader sought to cement support from countries on the Caspian Sea.

On Tuesday, as he and Mr. Raisi met for the third time this year, Mr. Putin said the two countries’ relations were “developing at a good pace” in economic, security and regional affairs. He said he and Mr. Raisi had agreed to strengthen cooperation in energy, industry and transportation, and to increasingly use national currencies — rather than the U.S. dollar — to denominate their trade."
2022/07/19,Iran Backs the War,"The endorsement went well beyond the much more cautious support offered by another key Russian ally, China. Khamenei repeated Putin’s claim that the West had left the Kremlin no choice but to act.

It was a signal to the world that after Europe and the U.S. hit Russia with sanctions comparable to those that suffocated Iran’s economy for years, Moscow and Tehran were broadening their relationship into a more far-reaching partnership, my colleagues Anton Troianovski and Farnaz Fassihi write.

“Russia and Iran still don’t trust one another, but now need each other more than ever,” said Ali Vaez, the Iran director for the International Crisis Group. “This is no longer a partnership of choice, but an alliance out of necessity.”

It is also one in which Russia will hold most of the power, as Farnaz Fassihi, The Times’s U.N. correspondent and an expert on the Middle East, told us last week."
2022/07/07,"In Russia, Gay People Are Routinely Targeted. That’s Why This Ukrainian Soldier Is Fighting.","lulu garcia-navarro

From The earliest days of the war in Ukraine, we’ve seen the images of everyday Ukrainians signing up to defend their country against the Russian invasion leaving behind the lives they’d been living just days before. Wars can be uniting in that way with citizens coming together against a shared enemy, putting their differences aside. Oleksandr Zhuhan, Sashko for short, was one of those who joined Ukraine’s volunteer forces. He’s gay, and for him, Putin’s Russia held particular terror. Gay people are routinely targeted their, arrested without cause, even tortured. And among the reasons Putin gave for invading Ukraine, he said the country had embraced values, quote, “contrary to human nature.” But Sashko had also experienced homophobia within Ukraine in the years leading up to the war. So when he started talking to my colleague, Courtney Stein in the early days of the fighting, he was facing dual fears a future under Russia, but also how he might be treated by the soldiers he was serving alongside. From “New York Times Opinion,” this is “First Person.” I’m Lulu Garcia-Navarro. Today, Sashko and the fight for his future in Ukraine. OLEKSANDR ZHUHAN Hi, Courtney. Today is calmer than it was yesterday, but still it’s not safe here. Anyway —

courtney stein

When we first started talking, Sashko was too busy to get on the phone. OLEKSANDR ZHUHAN We hear bumping sounds like every 15 minutes or every half an hour. He was just a couple of days into his enlistment, and these were the early days of the war when Russia was shelling Kyiv. His unit was stationed in what had been a mall there. OLEKSANDR ZHUHAN And we are sleeping now next to the window shop. It looks somehow surrealistic because we see that beautiful clothes and we are wearing the same clothes that we came here in. So I asked him to send me voice memos whenever he had a free minute. And what most came through was just how disorienting this all was for him.

oleksandr zhuhan

I haven’t — I hadn’t held a gun in my life until the 24th of February. I skipped all the lessons of —

courtney stein

In Ukraine, boys learn how to shoot guns in school. But Sashko never wanted any part of that sort of thing. He’d never imagined fighting in a war, even up to the moment he enlisted alongside the partner he calls his husband, though they can’t be legally married.

oleksandr zhuhan

We didn’t think that we would be given guns. We thought that we would do something like, I don’t know, cooking or cleaning or carrying heavy things, something like that. My husband is a director, and I am an actor and a director and a playwright. We are very stereotypically gay, if I can put it this way, like we are a gay couple who are vegans and we are very anti, I don’t know, war.

courtney stein

Or at least they had been, then Russia invaded. Sashko and Antonina spent the night of the invasion hiding in their bathroom, weighing whether to enlist.

oleksandr zhuhan

For both of us, it was a very difficult decision because we used to avoid places where there are lots of manly men, like stereotypically heterosexual men who want to fight. And we have met violence against gay people before and it was difficult.

courtney stein

But the day after Russia invaded when it became clear just how serious the situation was, both Sashko and Antonina signed up. They weren’t telling anyone they were together though.

oleksandr zhuhan

There was a situation when a man from our unit came up to us and asked, so are you brothers or friends? And since he only gave us like two options, I said friends very quickly. But then I was sorry and I kept thinking to myself, what would have happened if I had said we are husband and husband? What would have changed? I’m not sure.

courtney stein

In Ukraine, boys learned how to shoot guns in school. But Sashko never wanted any part of that sort of thing he’d never imagined fighting in a war, even up to the moment he enlisted alongside the partner he calls his husband, though they can’t be legally married.

oleksandr zhuhan

So I grew up in a small town in the Central Ukraine. When I was born, it was still the Soviet Union.

courtney stein

As a kid, Sashko spoke Russian in school. Then in 1991 when he was seven, Ukraine declared its independence. But it wasn’t a big patriotic moment in Sashko’s memory. What he remembers is the economic collapse that followed.

oleksandr zhuhan

People had to survive and they did different things, like some people stole, some people — I don’t the word for that. They did very bad things to survive and to get some food for their children.

courtney stein

Sashko and his parents lived in an apartment block with a shared courtyard.

oleksandr zhuhan

All the kids knew one another from the moment they were born. And I knew that there were some boys that my mom said, you mustn’t be friends with those boys because they smoke and their parents are not a very good family. Some of them smoked cigarettes beginning at the age of five I suppose.

courtney stein

What?

oleksandr zhuhan

Yeah. Yeah. That’s true.

courtney stein

Sashko wasn’t that kind of kid though. He was a rule follower.

oleksandr zhuhan

I was really very out of touch with the reality I think. I mean, I didn’t know much about sexuality, about homosexuality, or anything like this. I really like to draw, and I drew things like every day. I had albums. Do you do you say album or notebooks?

courtney stein

Notebooks.

oleksandr zhuhan

Filled with sketches. Yeah. And I had a secret notebook where I drew all like naked, people naked men. And I was about, I don’t know, 10 or 11 years old. And my mom found it and she said, oh my god, what was that? I was so ashamed. And she said that it was really a bad thing.

courtney stein

That was the message Sashko got from basically everyone growing up.

oleksandr zhuhan

Homosexuality was something that you should be ashamed of. And it was something that people in prison, you know, prisoners used to punish other prisoners. Does it make sense what I’m saying?

courtney stein

So it wasn’t like that people were actually gay. It was just a punishment.

oleksandr zhuhan

Yeah. Yeah. Or whenever you heard the word homosexuality, it was considered some of the world’s biggest threats, you know, like homosexuality atomic war.

courtney stein

And given that, when he left his hometown and went to Kyiv for college, he stayed in the closet. But in his second year, he fell in love with his roommate who was straight.

oleksandr zhuhan

One day I just decided that, oh my god, if he doesn’t love me then I have no more reason to live. I know now that it was very stupid, but I was 16. So I got all the drugs that I had, I mix them with alcohol and I drank them all. And at first, I fainted, but then my friends found me and they called the ambulance.

courtney stein

He ended up in the hospital. They called his mom to take him home.

oleksandr zhuhan

And of course, she started asking questions, and I had to tell her.

courtney stein

How did she respond?

oleksandr zhuhan

She said, it’s OK, I love you. Maybe one day you’ll meet a woman and you’ll have children and I’ll pray for you. Let’s pray together. And I said, oh my god, mom, don’t. Please, I — and that was like second coming out. I said, I don’t believe in God. I’m an atheist. Yeah. And then some years later, I’m a vegan. And you know, like it was a bingo, gay vegan atheist. No more hope for mom.

courtney stein

Which one was hardest for her, the atheist, the veganism, or the being gay?

oleksandr zhuhan

I don’t think that she accepted anything, any of these.

courtney stein

When he finished college, Sashko stayed in Kyiv. He met some other gay people, but he said it was still too early to call it a community. He started dating, but it didn’t always go well.

oleksandr zhuhan

One of them was a criminal, so that was that bad. Yeah. And so I embraced that some people find their partners in life and some people don’t. Some people die lonely. And it stopped scaring me because before that, I thought that it was one of my biggest priorities, you know, to find a partner, to make family, and so on.

courtney stein

Then in 2014, Sashko got a message on a dating site.

oleksandr zhuhan

And at that stage, I met Antonina. I looked through his profile and I found out that he was into theater and that he was a refugee from Crimea. And that looked interesting.

courtney stein

Antonina recently began identifying as non-binary and using she and her pronouns. But Sashko still goes back and forth.

oleksandr zhuhan

He or she, yeah, I’m still confusing these things. We arranged a meeting. It wasn’t a date. It was a meeting.

courtney stein

They connected at a big moment in Ukraine, the moment a lot of Ukrainians say was the actual beginning of this war. The Ukrainian president at the time, who Putin supported, had just fled to Russia after months of protests forced him from office. Within days, Russian troops moved in to occupy Crimea. And like a lot of L.G.B.T.Q. people there, Antonina fled and ended up in Kyiv.

oleksandr zhuhan

We met on the bridge which is non-existent now. And we spend the night like talking and drinking coffee, talking about children, about theater and all kinds of things. And it was like, I don’t know how many hours. And that’s how we met. I think that talking to him and spending evenings and nights talking about what’s right and what’s wrong made me the person I am today.

courtney stein

Not long after they met, Sashko says he and Antonina decided to stop speaking Russian. And they helped create a theater group that performed pieces calling out Russian aggression in Crimea and homophobia within Russian culture. Outside the theater, they were also calling on Ukraine to recognize L.G.B.T.Q. rights and taking part in some of the earliest Pride celebrations.

oleksandr zhuhan

I think it was 2015, the biggest slogan of this Pride was that we exist. And there were like less than 50 people and lots and lots and lots of the police.

courtney stein

Since then, Pride in Kyiv has grown. In recent years, the parade has attracted thousands of people, part of a broader liberalization, especially among young people in the cities. But with that liberalization, there’s also been a backlash. Sashko told me about a night last November when he and Antonina were approached by two men in the street.

oleksandr zhuhan

First they came up to us, and Antonina was wearing a tiny — what’s this thing called that’s not a stripe but ribbon? Oh, I forgot the word.

courtney stein

Rainbow?

oleksandr zhuhan

Rainbow. Yes, rainbow ribbon. Thanks. And I felt this danger right away the way they looked at us. And they were like about 50 meters away, and the street was empty. And one of them started following us. And they started talking to us in a very rude manner like, hey, are you fags? What are you wearing? Do you believe in God? Are you patriots? And they started pushing us and so on. And that was the first time when all I am like anti-violent person. If there is a chance for the words to work it out, I usually use the words.

courtney stein

But then, one of the guys pushed Antonina to the ground.

oleksandr zhuhan

And I was like off. I went bananas. And I was so mad that I felt I could tear those men with my bare hands because I was like, I don’t know where I got the strength. But it was like the first, maybe the second time in my life when I got to hit a person right in the face. And I felt so, I don’t know, empowered. That was the word. Like I hit back, and they didn’t expect it. Like, they thought that they were like no attacking to fags who couldn’t hit back.

courtney stein

The attack was still fresh in Sashko’s mind when Russian forces invaded Ukraine just a few months later. It was all part of what was weighing on him and Antonina that night they spent huddled in their bathroom considering their options.

oleksandr zhuhan

I definitely had doubts like, I was not afraid to go and fight, but I was really — I felt a great anxiety if I would fit in. And being gay was part of things that gave me that anxiety. But on the second day when Russia went full scale and when we understood that it was not a joke, it’s going to be for a long time, we couldn’t make any other choice really. What mattered was to protect our country.

courtney stein

So that’s how Sashko and Antonina came to enlist in this war, fighting to protect a country that hadn’t always protected them alongside soldiers who in peacetime might have been their enemies.

oleksandr zhuhan

I’m not considering the option of losing my freedom, because for an L.G.B.T.Q. person to lose freedom, to get captured by the Russians is worse than death, so I’ll be fighting until I win or I die. OLEKSANDR ZHUHAN Hi, Courtney. It’s the eighth of March, Tuesday. So I’m going to go on describing what life has become for me since the war started.

courtney stein

Not long after he enlisted, Sashko sent me this voice memo. OLEKSANDR ZHUHAN It’s been 13 days since Russia attacked Ukraine for no reason. I’m sick now, and almost everyone in our unit is either sick or getting better. And it’s because it’s always cold in here. We’re sleeping on the floor now in sleeping bags. But I’m not complaining, it’s just that you ask me to describe what it is like here. I go patrolling three times a day. On these patrols, Sashko and Antonina were often together but still keeping their relationship a secret. OLEKSANDR ZHUHAN The commander is very loyal. Well, he doesn’t know or he doesn’t want to know that we are a gay couple. We don’t touch or we don’t hold hands, we don’t hug each other. And the riskiest thing that my husband has done since the first day he kissed me on the forehead when I said that I probably had temperature. And he pressed his lips against my forehead like just to check if I had temperature. But it was a kiss, I knew it. He’s the one person who can — I don’t know, who can calm me down and ask if I’m OK. Hello, Sashko? OLEKSANDR ZHUHAN Courtney, can you hear me now? I can hear you. Can you hear me? OLEKSANDR ZHUHAN Oh, that’s perfect. Yeah. As winter turned into spring, Russia continued to focus a lot of its air power on Kyiv. At this point, the volunteer forces were largely playing a support role away from the fighting. So Sashko and Antonina weren’t seeing active combat, but the war was all around them. How are you? OLEKSANDR ZHUHAN Well, it’s been tough time. Tonight, there were like three regions where the bombs fell, and one of them was right next to us, next to our base. But it’s OK. We’re alive and more or less healthy. In 15 minutes, I’ll have to go to unpack the big cars with provisions and ammunition. So that’s our job. That’s the riskiest thing I’ve done so far. We’re just defending the base. And how are you feeling about that being your role right now? OLEKSANDR ZHUHAN I’m OK. Well, on the first day when we came here, lots of guys, they were like, wow, I want to go and fight and so on. And I was like, I’m pretty much OK with the things as they are now. And the terrible thing is that we are getting used to this state of things. And I don’t want this to be my usual state. The day before yesterday, we went to the place where we learn to shoot guns. We have Kalashnikovs, and I was thinking about my old sewing machine because I work in the theater so I can saw costumes for a theater place. And I was thinking about, well, I used to hate to oil my sewing machine, but I would love to do it now instead of oiling my gun. So it was like, you know, those flashbacks about what life used to be. Hi, Courtney. It’s been a month and two days since the beginning of the war, and I have been thinking a lot about it one hell of a time, which happened not so often because we are either too busy or too exhausted to think. There are things that depress me, but there are good things though. For example, some people from our unit, they added us as friends on Facebook. And one of them came up to me the other day and he said, I read your post on Facebook. And he said, I didn’t put a like below this post, but I really want to say that I think it’s a great post and I liked it. In the post, Sashko talked about the similarities between the fight for L.G.B.T.Q. rights and Ukrainian independence. He said that where Russia was driven by fear and hate, he hoped Ukraine would follow a different path after the war, a path of tolerance and acceptance. OLEKSANDR ZHUHAN So it was a good thing, and that really made my day. For the next few weeks, Sashko’s unit stayed in the same warehouse in Kyiv, protecting ammunition and resupplies for the regular army troops that were pushing the Russians back in other parts of the city. Then in April, Ukrainian forces retook the suburbs, places like Bucha, where hundreds of civilians were tortured and killed. Sashko messaged that he and Antonina had been moved and were now doing a different job but still mainly on guard duty. A few days later, we got on the phone. OLEKSANDR ZHUHAN Hi, Courtney.

antonina ramanova

Hello, Courtney.

courtney stein

And I got to hear Antonina for the first time. OLEKSANDR ZHUHAN Yeah, Courtney, the thing is, Antonina speaks very little English.

antonina ramanova

My English is not very good.

courtney stein

So Antonina just listened while Sashko and I talked. Sashko said that now he assumed people in their unit understood that he and Antonina were a couple, but they still weren’t publicly acknowledging their relationship. OLEKSANDR ZHUHAN But sometimes we like, I don’t know, touch fingers or — well, that’s mostly it. We touch fingers. That’s it. I saw on your Facebook pages that you have decorated your guns with stickers. OLEKSANDR ZHUHAN Yeah. It feels like a small act of resistance. OLEKSANDR ZHUHAN Yeah. And our guns really stand out from the other guns. Can you describe them? OLEKSANDR ZHUHAN Yes. So like there’s a rainbow and a unicorn and a pineapple. Do other people decorate their guns or is it just you guys? OLEKSANDR ZHUHAN No, not really. We are the only ones with the stickers. Now, I saw one more person with a sticker, but it was like a sticker of a skull. And we have those optimistic, cute stickers. And has your commander, anyone ever mentioned it like as a security concern or question you about it? OLEKSANDR ZHUHAN Yeah, yeah, yeah. One person came up to me like two days ago and said, that sticker has lots of white and it’s going to be a problem if we fight in the darkness like it could be seen from afar. And I said, OK, so when we fight in the darkness, I’ll take it off. At the end of April, Putin declared victory in Mariupol, and Russian troops continued to push into Eastern and Southern Ukraine where hundreds of Ukrainian troops were dying every day. Sashko sent me a text message. Their unit had been given a choice, they could pack up and go volunteer in Kyiv as civilians or they could help bolster the military’s ranks and join another battalion and be sent to the front lines in the south. This time, the decision wasn’t so clear. Sashko thought that he could be more useful as a volunteer. But for Antonina, returning to Kyiv was out of the question. Sashko wrote me that Antonina was intent on going with or without him. So he decided he was going too. But they weren’t sent right away. OLEKSANDR ZHUHAN We’re waiting here for the transfer. Weeks passed. Then at the end of May, Sashko got back in touch. OLEKSANDR ZHUHAN Hi, Courtney. Sorry for not responding to you right away. Things had been busy, he said. OLEKSANDR ZHUHAN And on Wednesday, that’s tomorrow, we are going to Mykolaiv. Mykolaiv is a city in the south of Ukraine. It’s close to Odessa. Mykolaiv, Sashko explained, was part of the New frontline in the war. Like in Mariupol to the east, the Russians had managed to cut off water to Mykolaiv, forcing many of the city’s half a million residents to flee. Before leaving for the south, Sashko and Antonina were sent home to Kyiv for a few days. Their apartment hadn’t been damaged in the shelling. And for the first time in the three months since they signed up for the territorial defense, they were able to sleep in their own bed. And with the Russians no longer anywhere near the city, cafes and shops were open again. OLEKSANDR ZHUHAN We were walking around the city, and I felt like I was walking next to a fish tank looking at people who are having their lattes. And the war seemed very real, but this life in Kyiv, the peaceful life seemed like something impossible. And I could physically feel it. I felt weak at my knees, and I had a strange feeling in my stomach and everything seemed so unstable. And I just can’t pull myself together. Everything feels like a very bad, meaningless movie without the end. And the worst thing, the thing that I’m afraid most is that the war is going to be for like two, three, five, eight years more. Sashko and Antonina met up with a friend from the theater world while in Kyiv. But Sashko could only think about war. He no longer related to his past life, and he was distracted by his upcoming deployment. OLEKSANDR ZHUHAN And the thing that I’m worried about is that in the new battalion, maybe there will be like real army people with strong hierarchy. I have an idea that in Mykolaiv in that new battalion, I’m going to be more open about my sexuality. Like I’m not going to wait if anyone asks or I’m not going to let them be guessing. A few days later, I heard from Sashko again. They had made it to Mykolaiv. OLEKSANDR ZHUHAN Hey there, Courtney. Hope you’re hearing me OK. They’d begun digging trenches in anticipation of a new Russian offensive. OLEKSANDR ZHUHAN And today when we met our commander, and he was like getting acquainted, speaking to us, giving his speech, he said, I’ve had gay guys in my unit before and it was no problem with them. So if I see or hear any cases of homophobia, this unit is not a place for homophobia. Is that clear? And we are not going to talk about that again. He said, I don’t care who you are or what you do until you break the rules. So if you’re a good fighter, then I’m OK with you. Russian troops were sending a near-constant stream of bombs and missiles toward Mykolaiv. Huge swathes of the city had been burned to the ground or completely destroyed. But on one quiet evening, I was able to talk to Sashko by phone. And I asked him to tell me more about what happened with his commander. OLEKSANDR ZHUHAN He said, I know that there are guys in our unit who are gay. Like, he just looked at me and I raised my hand like, here I am, hello. He made the things clear, you see. And how did the other people in the unit respond? OLEKSANDR ZHUHAN They were like, OK. Yeah. They didn’t say much. I mean, the way they talk, they are not like some narrow-minded, homophobic savages. What I expected because I expected the worst. Army is still a world of manly men, but we are not — I mean, I don’t feel threatened physically and I feel much more confident now. I really feel like here I just have to be like a good soldier. And that’s like some guarantee that at least the commanders will protect me if anything happens. But I’m sure that nothing bad will happen. A few weeks later, I got this message from Sashko. OLEKSANDR ZHUHAN Hey, Courtney. Sorry for taking so long to respond to your message. Here’s just another piece of information, which I think is important to see a bigger picture of what’s happening here in Ukraine. So yesterday I think, that was yesterday, L.G.B.T.Q. person was beaten. And that happened when the guy was going to give an interview about his boyfriend who had died in this Russian-Ukrainian war. And at that time, a group of young men came up to him and they attacked him. And they started shouting homophobic things and they beat him. I don’t know what to add. Over many months of conversation, Sashko and I had talked a lot about his hopes for the future and for the future of Ukraine. So many of them revolved around his uncertainty of what version of the country would greet him and Antonina if and when the war finally ended. But one time, I’d gotten a different answer. Do you think about the future? OLEKSANDR ZHUHAN Yeah, I sometimes stop and think about the future. And I’m trying not to make some great plans like, oh, I’m going to write a play about this war or I’m going to, I don’t know, to write a song. Just very, very small things, down to earth things. Like my mom, she lives in the Central Ukraine. And they bought a house in the village. And they went there yesterday for the first time. And she sent me a video and she said, we’re waiting for you and Antonina to come and live there and repair it because the house is very old. And there’s a garden with fruit trees. And I was, oh my God, yeah. I’d really love to do that, mom.

lulu garcia-navarro"
2022/07/19,Your Wednesday Briefing,"The ayatollah met with Putin in Iran during a rare international trip by the Russian leader, a meeting that Tehran viewed as an honor. There, Khamenei repeated Putin’s argument that the U.S. and Europe had left the Kremlin no choice.

“In the case of Ukraine, if you had not taken the helm, the other side would have done so and initiated a war,” Khamenei told Putin, according to his office, though he expressed distaste for war. Here areupdates.

Analysis: Khamenei’s public proclamation on war appeared to go beyond the much more cautious support offered by another ally, China. It also signaled that the long-tense relationship between Moscow and Tehran was strengthening into a true partnership, cemented partly by the Western sanctions both countries face.

Region: In Iran, the leaders also met with Recep Tayyip Erdogan, president of Turkey, who has become a middleman in negotiations. They discussed Syria, where Turkey has been threatening a new military incursion. Khamenei appeared to discourage Turkey’s plans.

Fighting: Long-range artillery from the U.S. is helping Ukraine on the battlefield. But Russia continues to advance in the east. And Kharkiv residents fear that a new offensive is imminent."
2022/05/10,"Russia Was Behind Cyberattack in Run-Up to Ukraine War, Investigation Finds","WASHINGTON — A cyberattack that took down satellite communications in Ukraine in the hours before the Feb. 24 invasion was the work of the Russian government, the United States and European nations declared on Tuesday, officially fixing the blame for an attack that rattled Pentagon officials and private industry because it revealed new vulnerabilities in global communications systems.

In a coordinated set of statements, the governments blamed Moscow but did not explicitly name the organization that conducted the sophisticated effort to black out Ukrainian communications. But American officials, speaking on condition of anonymity about the specifics of the findings, said that it was the Russian military intelligence agency, the G.R.U. — the same group responsible for the 2016 hack of the Democratic National Committee and a range of attacks on the U.S. and Ukraine.

“This unacceptable cyberattack is yet another example of Russia’s continued pattern of irresponsible behavior in cyberspace, which also formed an integral part of its illegal and unjustified invasion of Ukraine,” Josep Borrell Fontelles, the European Union’s top diplomat, said in a statement. “Cyberattacks targeting Ukraine, including against critical infrastructure, could spill over into other countries and cause systemic effects putting the security of Europe’s citizens at risk.”"
2022/07/04,"In Putin’s Russia, the Arrests Are Spreading Quickly and Widely","Now, he said in a phone interview, the family has to return Mr. Kolker’s body from Moscow at their own cost.

It was unclear why the F.S.B. targeted Dmitri Kolker, 54, a specialist in quantum optics. State media reported that he had been jailed on suspicion of passing secrets abroad. But critics of the Kremlin say it is part of a widening campaign by the F.S.B. to crack down on freedom of thought in the academic world. Another Novosibirsk physicist who was also arrested on suspicion of treason last week, Anatoly Maslov, remains in custody.

The arrests came at the same time as the arrest on fraud charges of Mr. Mau, a leading Russian economist who is the head of a sprawling state university, the Russian Presidential Academy of National Economy and Public Administration.

Mr. Mau, 62, was in no way a public critic of the Kremlin. He had joined more than 300 senior academic officials in signing a March open letter calling Russia’s invasion of Ukraine a “necessary decision,” and he was re-elected to the board of Gazprom, the Russian energy giant, just last week. But he also had a reputation as what scholars of Russian politics call a “systemic liberal,” someone who was working within Mr. Putin’s system to try to nudge it in a more open and pro-Western direction.

His Kremlin ties were not enough, it turned out, to save Mr. Mau from a fraud case that has already ensnared the rector of another leading university and that critics said appeared designed to snuff out remaining pockets of dissent in Russian academia.

“A big enemy of the government and the stability of the government are people who carry knowledge,” said Mr. Gozman, who worked with Mr. Mau as a government adviser in the 1990s. “Truth is an enemy here.”"
2022/07/19,France Will Spend Nearly $10 Billion to Renationalize Electricity Company,"France plans to pay 9.7 billion euros, about $9.8 billion, to fully renationalize EDF, the state-backed electricity giant, in a move that the government said would allow it to bolster the country’s energy independence, overhaul its nuclear power program and invest in renewables.

The French Finance Ministry said on Tuesday that it would offer EDF shareholders €12 per share for the roughly 14 percent of the company’s stock that the government didn’t already own. That price is more than 50 percent higher than what shares were trading at just over two weeks ago when Élisabeth Borne, the prime minister, announced the renationalization plan.

EDF’s shares, which had been suspended pending details of the offer, rose 15 percent when they reopened for trading in Paris on Tuesday. The Finance Ministry said it planned to file the offer with the market regulator by early September."
2022/07/09,Blinken Presses China’s Top Diplomat on Ukraine but Stresses Cooperation,"“Many people thus believe that the United States suffers from a growing ‘China phobia,’” Mr. Wang said, echoing the Kremlin’s frequent complaints about “Russophobia.” “If this ‘expanding threat’ concept is allowed to keep growing, the United States’ China policy will soon become an inescapable dead end.”

The tête-à-tête followed the gathering of foreign ministers from the Group of 20 industrialized nations that ended without a traditional communiqué, reflecting the apparent impossibility of reaching a consensus amid the war in Ukraine. At two points in the sessions, when Russia came under sharp criticism for its attack on its neighbor, Russia’s foreign minister, Sergey V. Lavrov, left abruptly, according to officials, and then departed the gathering before its conclusion.

However, Mr. Lavrov sat down with several ministers from nations that have declined to join the Western-led coalition against his country, including China, India, Brazil, Turkey, Argentina and Indonesia, putting into sharp relief the Biden administration’s challenge to isolate the country and highlighting Russia’s continued success at conducting business with the outside world and funding its relentless war machine."
2022/07/18,Your Tuesday Briefing,"Britain sizzles under a heat wave

Temperatures in Britain neared a record high yesterday as blistering heat swept the country. By midafternoon, Wales had recorded its highest-ever temperature: The thermometer hit 37.1 degrees Celsius, almost 99 degrees Fahrenheit.

Infrastructure is under strain. Some train services were canceled, while others were running at reduced speeds in case the tracks buckled. Flights at Britain’s largest air base were halted over fears that the tar could melt. And the chains of a Victorian-era bridge were wrapped in foil to keep cracks from expanding and threatening the bridge’s stability.

Global warming has exacerbated Europe’s heat waves, which scientists say are increasing in frequency and intensity at a faster rate than in almost any other part of the planet. So have changes in the jet stream, scientists say."
2022/07/18,Rooting Out Spies,"Starting in September, students across the country will be required to sit through lectures celebrating Russia’s “rebirth” under President Vladimir Putin’s leadership, my colleague Anton Troianovski writes.

The government has issued directives to schools to teach a series of pro-war propaganda classes, according to activists and Russian news reports. But a proposed decree from the education ministry would go further, enshrining Putin’s two decades in power as a historical turning point in the standard curriculum.

History classes will be required to include several new topics, including “the rebirth of Russia as a great power in the 21st century,” “reunification with Crimea,” and “the special military operation in Ukraine.”

“We need to know how to infect them with our ideology,” Sergei Novikov, a senior Kremlin bureaucrat, told thousands of schoolteachers in an online workshop recently. “Our ideological work is aimed at changing consciousness.”

As government employees, teachers in Russia generally have little choice but to comply with such demands. But there has been some grass-roots resistance. A teachers’ union has provided legal guidance to dozens of teachers who have refused to teach propaganda classes this spring, with some principals simply canceling them.

“You just need to find the moral strength not to facilitate evil,” said Sergei Chernyshov, who runs a private high school in the Siberian city of Novosibirsk and has resisted promoting government propaganda. “If you can’t protest against it, at least don’t help it.”"
2022/07/09,Fears of Another Gas Shock Drive Biden to Seek Price Cap on Russian Oil,"The Biden administration’s proposal would not affect the European ban, but it would ease some of the other restrictions — but only if the transported Russian oil is sold for no more than a price set by the United States and its allies. That would allow Moscow to continue moving oil to the rest of the world. The oil now flowing to France or Germany would go elsewhere — Central America, Africa or even China and India — and Russia would have to sell it at a discount.

Some economists and oil industry experts are skeptical that the plan will work, either as a way to reduce revenues for the Kremlin or to push down prices at the pump. They warn the plan could mostly enrich oil refiners and could be ripe for evasion by Russia and its allies. Moscow could refuse to sell at the capped price.

Treasury Secretary Janet L. Yellen plans to push for more support for the cap when she meets with fellow finance ministers from the Group of 20 nations — including Russia’s — in Asia in the next week. The American delegation will have no contact with the Russians, a Treasury official said.

But even some skeptics say that the price cap could, if nothing else, keep enough Russian oil pumping to avoid a recession-triggering price spike.

Administration officials say privately that there are signs in oil markets that even in its infant stages, the cap proposal is already helping to reassure traders that the world could avoid abruptly losing millions barrels of Russian oil per day at the year’s end.

Other administration officials have pressed the case for the cap in trans-Atlantic video calls and in-person meetings across European capitals like Brussels and London. They are stressing recession risks in talks with other countries, private insurers and a host of other officials over how to structure and carry out the price-cap plan, which leaders of the Group of 7 nations endorsed in principle this past week at a meeting in the German Alps."
2022/07/18,‘Please do all you can to bring us home’: Brittney Griner is not the only American who’s been ‘wrongfully detained.’,"Brittney Griner. Austin Tice. The Citgo 6. And now, potentially, three American military veterans who were captured by enemy forces after traveling to Ukraine to fight Russia.

They are among nearly 50 Americans who the State Department believes are wrongfully detained by foreign governments. At least a dozen more Americans are being held as hostages — including by extremist groups — or on criminal charges that their families dispute.

American citizens are increasingly attractive targets for U.S. adversaries — including China, Russia, Iran and Venezuela — looking to use them as political pawns in battles with the United States."
